chr1	877772	40	65
chr1	1004726	27	60
chr1	1049980	28	63
chr1	1212740	43	45
chr1	1263518	55	49
chr1	1320793	44	66
chr1	1336326	44	57
chr1	1359218	36	45
chr1	1391558	39	56
chr1	1472645	56	59
chr1	1556855	36	64
chr1	1574734	41	46
chr1	2034084	46	86
chr1	2054154	43	55
chr1	2057742	44	65
chr1	2101556	75	68
chr1	2298602	48	52
chr1	2339703	48	53
chr1	2431393	54	67
chr1	2477227	47	47
chr1	2478320	49	66
chr1	2489143	49	50
chr1	2591128	44	60
chr1	2601487	52	62
chr1	2877901	61	53
chr1	2889160	39	67
chr1	2943377	47	54
chr1	2968828	55	56
chr1	3008418	53	55
chr1	3051701	46	43
chr1	3086201	31	48
chr1	3240383	35	53
chr1	3294434	40	45
chr1	3400513	45	50
chr1	3420008	39	52
chr1	3507277	66	62
chr1	3529418	34	66
chr1	3541696	43	57
chr1	3680229	49	57
chr1	3788001	34	66
chr1	3830770	43	46
chr1	3908384	53	60
chr1	3957325	40	61
chr1	3995791	47	60
chr1	4027459	66	59
chr1	4197610	43	51
chr1	4216895	58	51
chr1	4673629	57	37
chr1	4776235	61	50
chr1	4842433	34	69
chr1	4862616	73	51
chr1	4874843	48	47
chr1	4907903	48	54
chr1	4908852	43	52
chr1	4911698	46	44
chr1	4992299	55	63
chr1	5054294	39	66
chr1	5076491	53	49
chr1	5094417	52	78
chr1	5107877	50	61
chr1	5163574	55	73
chr1	5243506	39	52
chr1	5308178	44	51
chr1	5325197	52	53
chr1	5514752	43	65
chr1	5608822	36	59
chr1	5628899	54	65
chr1	5632971	58	61
chr1	5647379	39	66
chr1	5669246	71	78
chr1	5772680	49	51
chr1	5816053	58	53
chr1	5816054	58	53
chr1	5920996	60	82
chr1	5935116	58	62
chr1	5983322	48	62
chr1	5998238	55	57
chr1	6112371	37	46
chr1	6180744	43	54
chr1	6202793	26	31
chr1	6349363	45	44
chr1	6403162	42	37
chr1	6608185	64	78
chr1	6620200	42	43
chr1	6691041	44	72
chr1	6957208	39	59
chr1	6975198	47	63
chr1	7100329	67	62
chr1	7109998	45	51
chr1	7129846	55	69
chr1	7186250	54	63
chr1	7290559	48	55
chr1	7290560	48	55
chr1	7299271	59	68
chr1	7354480	62	70
chr1	7432361	37	54
chr1	7434278	55	56
chr1	7651129	38	46
chr1	7759930	48	76
chr1	7896783	58	63
chr1	7961116	50	71
chr1	8158277	55	65
chr1	8430866	47	53
chr1	8544490	47	70
chr1	8566164	46	44
chr1	8566880	49	66
chr1	8602620	49	62
chr1	8678694	47	57
chr1	8699997	46	79
chr1	8718301	56	64
chr1	8819122	63	59
chr1	8922852	58	68
chr1	8928922	51	57
chr1	9095521	47	75
chr1	9095522	47	75
chr1	9250277	52	50
chr1	9306149	48	52
chr1	9412272	54	66
chr1	9503844	55	85
chr1	9656571	54	62
chr1	9700122	80	58
chr1	9793658	68	74
chr1	9803144	64	42
chr1	10019468	57	64
chr1	10487078	66	67
chr1	10503768	69	70
chr1	10645327	70	60
chr1	10645341	69	59
chr1	10647466	62	45
chr1	10692100	54	47
chr1	10825364	56	53
chr1	10867491	59	47
chr1	10984077	53	47
chr1	10986345	54	56
chr1	11078021	52	58
chr1	11082211	69	54
chr1	11133932	57	64
chr1	11295688	45	67
chr1	11387326	60	64
chr1	11395895	66	51
chr1	11467344	50	48
chr1	11476972	55	42
chr1	11495599	53	64
chr1	11511598	61	70
chr1	11593161	30	53
chr1	11605575	56	75
chr1	11805214	75	67
chr1	11879005	77	60
chr1	11917599	62	72
chr1	11928717	59	65
chr1	12001578	75	51
chr1	12061318	68	59
chr1	12068814	62	61
chr1	12072734	66	72
chr1	12213928	80	86
chr1	12258129	54	57
chr1	12316322	67	70
chr1	12321448	62	63
chr1	12417977	62	61
chr1	12447458	67	67
chr1	12588013	59	53
chr1	12589058	59	60
chr1	12641149	72	87
chr1	12724814	63	80
chr1	12724815	64	79
chr1	12732374	58	58
chr1	12772309	57	65
chr1	12772310	57	64
chr1	12806350	51	56
chr1	12870197	71	73
chr1	13113846	66	50
chr1	13443418	56	46
chr1	13560447	53	63
chr1	13626958	64	56
chr1	13796099	67	52
chr1	13865508	70	58
chr1	13925188	62	61
chr1	13929079	59	48
chr1	14035002	62	66
chr1	14160347	62	56
chr1	14190787	62	65
chr1	14212083	71	59
chr1	14226430	68	64
chr1	14283252	71	76
chr1	14317007	55	79
chr1	14322856	56	60
chr1	14672143	68	61
chr1	14674397	68	72
chr1	14720122	66	61
chr1	14830726	62	71
chr1	14923409	57	68
chr1	14949317	62	58
chr1	15107231	57	57
chr1	15279428	43	46
chr1	15562493	49	59
chr1	15608667	60	60
chr1	15608668	59	59
chr1	15669119	74	68
chr1	15694017	55	47
chr1	15765833	62	64
chr1	15846360	64	68
chr1	16006134	51	42
chr1	16009194	56	51
chr1	16013656	44	70
chr1	16045915	46	62
chr1	16122212	68	45
chr1	16395272	65	67
chr1	16414399	69	49
chr1	16618801	183	212
chr1	16637933	196	211
chr1	16719095	100	89
chr1	16725885	206	280
chr1	16894627	49	70
chr1	16896823	56	57
chr1	16907760	52	74
chr1	16963385	39	39
chr1	16972418	54	50
chr1	17140646	94	75
chr1	17161848	70	84
chr1	17281285	48	62
chr1	17343883	52	60
chr1	17421003	72	67
chr1	17440544	67	48
chr1	17441137	84	59
chr1	17501965	45	55
chr1	17551876	64	53
chr1	17562752	87	63
chr1	17625253	59	59
chr1	17724745	54	58
chr1	17744873	48	45
chr1	17782125	68	55
chr1	17798790	47	67
chr1	17855701	53	56
chr1	18077590	59	64
chr1	18234722	60	54
chr1	18312404	59	54
chr1	18353435	53	52
chr1	18390046	47	56
chr1	18525246	69	74
chr1	18678014	63	46
chr1	18704102	65	69
chr1	18809385	57	64
chr1	18810300	64	46
chr1	18849578	42	48
chr1	18937344	57	65
chr1	19118771	57	67
chr1	19356245	63	68
chr1	19503763	68	81
chr1	19676495	49	63
chr1	19765283	59	42
chr1	19899026	60	58
chr1	19968426	46	47
chr1	20076933	63	59
chr1	20160061	57	53
chr1	20204606	56	38
chr1	20304224	52	54
chr1	20313753	49	62
chr1	20322912	51	81
chr1	20327117	47	47
chr1	20332194	73	52
chr1	20467811	68	46
chr1	20688256	55	53
chr1	20743588	75	57
chr1	20773427	59	66
chr1	20912178	59	66
chr1	21179037	55	63
chr1	21215414	50	57
chr1	21356855	45	56
chr1	21356864	45	56
chr1	21497880	59	44
chr1	21787313	53	54
chr1	21859436	55	49
chr1	21897773	43	56
chr1	21909671	63	72
chr1	22033093	60	60
chr1	22071109	37	61
chr1	22101508	67	58
chr1	22129569	52	44
chr1	22129570	51	45
chr1	22367958	67	58
chr1	22387477	63	60
chr1	22634437	49	53
chr1	22660991	62	36
chr1	22667837	43	43
chr1	22703635	59	63
chr1	22901430	49	61
chr1	22933256	38	50
chr1	23041213	58	60
chr1	23244444	52	56
chr1	23416481	62	73
chr1	23522118	65	57
