chr2	0	5000000	323188823	279908733
chr2	5000000	10000000	336517507	299859796
chr2	10000000	15000000	200832510	299458475
chr2	15000000	20000000	194513087	301057868
chr2	20000000	25000000	193201188	301324229
chr2	25000000	30000000	288486739	301722843
chr2	30000000	35000000	306000488	343029785
chr2	35000000	40000000	231618498	312423568
chr2	40000000	45000000	231505160	310478205
chr2	45000000	50000000	343065549	299377659
chr2	50000000	55000000	345402475	302542467
chr2	55000000	60000000	345844081	314347026
chr2	60000000	65000000	311128767	319415599
chr2	65000000	70000000	225138451	311735087
chr2	70000000	75000000	220183511	303412692
chr2	75000000	80000000	225948870	303325576
chr2	80000000	85000000	246790645	304227920
chr2	85000000	90000000	382116801	278489809
chr2	90000000	95000000	360266653	272031488
chr2	95000000	100000000	378068048	308589587
chr2	100000000	105000000	232028215	296208984
chr2	105000000	110000000	116204557	297657608
chr2	110000000	115000000	145590193	311436434
chr2	115000000	120000000	271130141	296573733
chr2	120000000	125000000	266291116	295050892
chr2	125000000	130000000	264517594	293751570
chr2	130000000	135000000	268646000	298549970
chr2	135000000	140000000	272795294	317710196
chr2	140000000	145000000	274086711	316201212
chr2	145000000	150000000	277873941	315205790
chr2	150000000	155000000	277901075	316447510
chr2	155000000	160000000	279190180	322507405
chr2	160000000	165000000	366762359	318432875
chr2	165000000	170000000	405999204	313641606
chr2	170000000	175000000	408052024	316926390
chr2	175000000	180000000	403809493	317461964
chr2	180000000	185000000	398835313	319386997
chr2	185000000	190000000	404761142	320718892
chr2	190000000	195000000	268924450	320889228
chr2	195000000	200000000	229836274	323286627
chr2	200000000	205000000	252002167	313844111
chr2	205000000	210000000	246778830	309093306
chr2	210000000	215000000	251143220	320668628
chr2	215000000	220000000	243836479	301940006
chr2	220000000	225000000	258136366	304414865
chr2	225000000	230000000	451562262	309386802
chr2	230000000	235000000	364501264	299876994
chr2	235000000	240000000	327662632	281760056
chr2	240000000	242193529	134938767	121333950
