chr7	0	5000000	345426438	273845909
chr7	5000000	10000000	376833656	303925078
chr7	10000000	15000000	287826212	307867282
chr7	15000000	20000000	289465724	313062847
chr7	20000000	25000000	197451419	315750325
chr7	25000000	30000000	296589679	312721629
chr7	30000000	35000000	341250217	309003609
chr7	35000000	40000000	337255793	315637466
chr7	40000000	45000000	343207347	302622094
chr7	45000000	50000000	345397330	300046510
chr7	50000000	55000000	329596088	297440561
chr7	55000000	60000000	501427217	317775293
chr7	60000000	65000000	584908919	288946419
chr7	65000000	70000000	377904038	295760721
chr7	70000000	75000000	306438187	281016202
chr7	75000000	80000000	522842763	295422746
chr7	80000000	85000000	588253289	321722738
chr7	85000000	90000000	586889759	326942354
chr7	90000000	95000000	577393493	320370658
chr7	95000000	100000000	552260928	298172795
chr7	100000000	105000000	533352588	307722625
chr7	105000000	110000000	544492925	315045299
chr7	110000000	115000000	612883784	307284948
chr7	115000000	120000000	717135866	319208837
chr7	120000000	125000000	523055440	318588233
chr7	125000000	130000000	458815405	310417583
chr7	130000000	135000000	466354086	302521000
chr7	135000000	140000000	501228766	309575640
chr7	140000000	145000000	513178318	303696360
chr7	145000000	150000000	608860355	294770747
chr7	150000000	155000000	739208164	290593200
chr7	155000000	159345973	698916413	247673013
