chr16	0	5000000	300859161	278555548
chr16	5000000	10000000	326568374	284765419
chr16	10000000	15000000	533191589	301859678
chr16	15000000	20000000	543726888	287638535
chr16	20000000	25000000	556453438	327452851
chr16	25000000	30000000	420157212	298569029
chr16	30000000	35000000	521540008	280990241
chr16	35000000	40000000	255419072	115010941
chr16	40000000	45000000	0	0
chr16	45000000	50000000	523913087	149755484
chr16	50000000	55000000	330384013	153732962
chr16	55000000	60000000	327900235	151726677
chr16	60000000	65000000	342008121	155194247
chr16	65000000	70000000	323291581	155494667
chr16	70000000	75000000	288762775	163630552
chr16	75000000	80000000	305675775	150173515
chr16	80000000	85000000	445989418	151423553
chr16	85000000	90000000	418733779	142777618
chr16	90000000	90338345	20301425	10326090
