chr6	0	5000000	491134521	160981256
chr6	5000000	10000000	439177673	155673119
chr6	10000000	15000000	391219795	158445363
chr6	15000000	20000000	400528077	154322737
chr6	20000000	25000000	421182783	157078007
chr6	25000000	30000000	410497496	154840150
chr6	30000000	35000000	361474571	151201192
chr6	35000000	40000000	361424364	154996518
chr6	40000000	45000000	363090674	150150025
chr6	45000000	50000000	268871220	157012909
chr6	50000000	55000000	209419299	158973909
chr6	55000000	60000000	309887917	237671180
chr6	60000000	65000000	296011615	289600180
chr6	65000000	70000000	227122966	308962445
chr6	70000000	75000000	438664495	319887607
chr6	75000000	80000000	251710168	308392976
chr6	80000000	85000000	245177494	315323453
chr6	85000000	90000000	157406294	315775424
chr6	90000000	95000000	80475502	306692726
chr6	95000000	100000000	118787294	302107059
chr6	100000000	105000000	92764545	307658522
chr6	105000000	110000000	256039817	309801157
chr6	110000000	115000000	314198483	316610226
chr6	115000000	120000000	461606267	317736265
chr6	120000000	125000000	384679537	305379437
chr6	125000000	130000000	312321047	329052212
chr6	130000000	135000000	310505602	315688979
chr6	135000000	140000000	304519196	319095648
chr6	140000000	145000000	300812074	318053750
chr6	145000000	150000000	295642561	313543439
chr6	150000000	155000000	288188259	308664097
chr6	155000000	160000000	287691635	310398074
chr6	160000000	165000000	215998111	294929213
chr6	165000000	170000000	257236449	284134278
chr6	170000000	170805979	40463936	39524774
