chr13	0	5000000	40	0
chr13	5000000	10000000	0	0
chr13	10000000	15000000	0	20
chr13	15000000	20000000	476843563	443479324
chr13	20000000	25000000	299142089	302084631
chr13	25000000	30000000	297732521	300429162
chr13	30000000	35000000	423831179	314756109
chr13	35000000	40000000	439114713	317003000
chr13	40000000	45000000	430743647	313600097
chr13	45000000	50000000	388811596	316001817
chr13	50000000	55000000	110549435	301914870
chr13	55000000	60000000	966386	304354765
chr13	60000000	65000000	170312730	309526665
chr13	65000000	70000000	211253974	307074937
chr13	70000000	75000000	212171572	297076522
chr13	75000000	80000000	209857820	321407524
chr13	80000000	85000000	210248007	304353354
chr13	85000000	90000000	206847637	306369986
chr13	90000000	95000000	209731799	310316263
chr13	95000000	100000000	204952992	305459718
chr13	100000000	105000000	206912703	310494153
chr13	105000000	110000000	206733590	293367245
chr13	110000000	114364328	159505411	234472973
