chr18	0	5000000	250827854	340145158
chr18	5000000	10000000	220216087	304628412
chr18	10000000	15000000	367886253	305088162
chr18	15000000	20000000	511308298	335842175
chr18	20000000	25000000	443091930	302408006
chr18	25000000	30000000	443437223	300516595
chr18	30000000	35000000	439640676	316533123
chr18	35000000	40000000	425898515	304779474
chr18	40000000	45000000	443792821	314310405
chr18	45000000	50000000	429171550	302146925
chr18	50000000	55000000	491298172	314089992
chr18	55000000	60000000	445565958	310806618
chr18	60000000	65000000	112784823	314678014
chr18	65000000	70000000	112934675	303369803
chr18	70000000	75000000	111761610	299622146
chr18	75000000	80000000	145145512	285498222
chr18	80000000	80373285	8193559	15661767
