chr12	0	5000000	338221951	304436840
chr12	5000000	10000000	389319523	293459565
chr12	10000000	15000000	467010716	316859452
chr12	15000000	20000000	464151911	313729186
chr12	20000000	25000000	440714779	307791757
chr12	25000000	30000000	385219780	320186273
chr12	30000000	35000000	330265627	302648535
chr12	35000000	40000000	306892758	349308558
chr12	40000000	45000000	224770517	319001150
chr12	45000000	50000000	223266566	308169436
chr12	50000000	55000000	215000663	300522596
chr12	55000000	60000000	219594116	304246741
chr12	60000000	65000000	223334854	305329121
chr12	65000000	70000000	220659676	313767061
chr12	70000000	75000000	221057593	309214931
chr12	75000000	80000000	226978493	313385355
chr12	80000000	85000000	221153520	313195749
chr12	85000000	90000000	226606756	312986643
chr12	90000000	95000000	223321842	323909993
chr12	95000000	100000000	219423488	314277426
chr12	100000000	105000000	219715703	317386883
chr12	105000000	110000000	214643017	300150106
chr12	110000000	115000000	210438197	294451776
chr12	115000000	120000000	215448479	287530621
chr12	120000000	125000000	205328449	294229979
chr12	125000000	130000000	210568747	283318235
chr12	130000000	133275309	128717580	177041111
