chr5	0	5000000	617601583	275679383
chr5	5000000	10000000	557850073	289682120
chr5	10000000	15000000	440700685	315431343
chr5	15000000	20000000	448509359	302183666
chr5	20000000	25000000	445396057	301417653
chr5	25000000	30000000	446867053	302166915
chr5	30000000	35000000	453200548	312682642
chr5	35000000	40000000	414779347	311403439
chr5	40000000	45000000	340617796	313139160
chr5	45000000	50000000	224256793	198471153
chr5	50000000	55000000	227826139	308846010
chr5	55000000	60000000	225379505	319703531
chr5	60000000	65000000	221101764	316441225
chr5	65000000	70000000	216009904	307147131
chr5	70000000	75000000	204842764	293782937
chr5	75000000	80000000	219637842	319705632
chr5	80000000	85000000	225526193	314296331
chr5	85000000	90000000	222246329	314137588
chr5	90000000	95000000	226833808	312868516
chr5	95000000	100000000	225704281	325479507
chr5	100000000	105000000	224874010	317042857
chr5	105000000	110000000	213311598	319013777
chr5	110000000	115000000	222687794	322676300
chr5	115000000	120000000	221687061	314973087
chr5	120000000	125000000	227990073	315313469
chr5	125000000	130000000	226142248	311754818
chr5	130000000	135000000	221329278	312317436
chr5	135000000	140000000	228815371	306857472
chr5	140000000	145000000	320910640	311073045
chr5	145000000	150000000	320107461	302024834
chr5	150000000	155000000	311646423	304130069
chr5	155000000	160000000	317522848	311993247
chr5	160000000	165000000	316950467	308773473
chr5	165000000	170000000	310787440	296669331
chr5	170000000	175000000	301850354	294088266
chr5	175000000	180000000	292645814	287979038
chr5	180000000	181538259	83347409	84449999
