chr3	0	5000000	336203941	310817826
chr3	5000000	10000000	336688208	302791828
chr3	10000000	15000000	323412360	293222160
chr3	15000000	20000000	339795219	318235305
chr3	20000000	25000000	341111367	310487265
chr3	25000000	30000000	345417885	311064034
chr3	30000000	35000000	339943111	306253587
chr3	35000000	40000000	334673955	305703873
chr3	40000000	45000000	332177156	303097194
chr3	45000000	50000000	320687458	303059425
chr3	50000000	55000000	323776156	300049039
chr3	55000000	60000000	284268771	310298514
chr3	60000000	65000000	230875299	309562150
chr3	65000000	70000000	216898126	309722633
chr3	70000000	75000000	289545997	294629981
chr3	75000000	80000000	268055727	308431109
chr3	80000000	85000000	303405074	306368129
chr3	85000000	90000000	395905870	308883829
chr3	90000000	95000000	400837345	360648144
chr3	95000000	100000000	224550265	315358551
chr3	100000000	105000000	225741349	316142528
chr3	105000000	110000000	225169911	312598694
chr3	110000000	115000000	220294850	319384384
chr3	115000000	120000000	219851779	309477835
chr3	120000000	125000000	216410262	311156084
chr3	125000000	130000000	297178283	295217753
chr3	130000000	135000000	416271865	310821141
chr3	135000000	140000000	463811677	306682532
chr3	140000000	145000000	453085779	312081744
chr3	145000000	150000000	431866551	313842730
chr3	150000000	155000000	425042223	317711656
chr3	155000000	160000000	420542872	310952641
chr3	160000000	165000000	284170433	305145273
chr3	165000000	170000000	225131733	316661854
chr3	170000000	175000000	383622061	320043118
chr3	175000000	180000000	385687779	313828077
chr3	180000000	185000000	355134771	308553709
chr3	185000000	190000000	306640874	309096971
chr3	190000000	195000000	274588511	309799973
chr3	195000000	198295559	137449446	204623179
