chr17	0	5000000	290986072	280106720
chr17	5000000	10000000	303246445	289509445
chr17	10000000	15000000	315993839	282336772
chr17	15000000	20000000	291616830	297290324
chr17	20000000	25000000	217524991	260427210
chr17	25000000	30000000	265577660	334824875
chr17	30000000	35000000	214318019	305841915
chr17	35000000	40000000	205536789	298162563
chr17	40000000	45000000	217085510	304236947
chr17	45000000	50000000	211017614	312115908
chr17	50000000	55000000	226455575	298902552
chr17	55000000	60000000	225925832	309386330
chr17	60000000	65000000	226152697	310589483
chr17	65000000	70000000	405885593	306359593
chr17	70000000	75000000	499400754	291143167
chr17	75000000	80000000	409701851	283469346
chr17	80000000	83257441	297747888	175966366
